;Unnamed: 0;anno;provincia;comune;giorno;organo_di_rilevazione;localizzazione_incidente;denominazione_della_strada;tronco_di_strada_o_autostrada;tipo_di_strada;pavimentazione;intersezione_o_non_interse3;fondo_stradale;segnaletica;condizioni_meteorologiche;natura_incidente;tipo_veicolo_a;tipo_veicoli__b_;tipo_veicolo__c_;veicolo__a____circostanze_10;veicolo__a____circostanze_11;veicolo__b____circostanze_13;veicolo__b____circostanze_14;veicolo__a___anno_immatric18;immatricolazione_veicolo__b_;immatricolazione_veicolo__c_;veicolo__a___et__conducente;veicolo__a___sesso_conducente;veicolo__a___esito_conducente;veicolo__a___patente_condu29;veicolo__a___anno_rilascio30;veicolo__a___passeggeri_an35;veicolo__a___et__passegger36;veicolo__a___sesso_passegg37;veicolo__a___esito_passegg38;veicolo__a___et__passegger39;veicolo__a___sesso_passegg40;veicolo__a___esito_passegg41;veicolo__a___et__passegger42;veicolo__a___sesso_passegg43;veicolo__a___esito_passegg44;veicolo__a___et__passegger45;veicolo__a___sesso_passegg46;veicolo__a___altri_passegg47;veicolo__a___altri_passegg48;veicolo__a___altri_passegg49;veicolo__a___altri_passegg50;veicolo__b___et__conducente;veicolo__b___sesso_conducente;veicolo__b___esito_conducente;veicolo__b___patente_condu51;veicolo__b___anno_rilascio52;veicolo__b___passeggeri_an57;veicolo__b___et__passegger58;veicolo__b___sesso_passegg59;veicolo__b___esito_passegg60;veicolo__b___et__passegger61;veicolo__b___sesso_passegg62;veicolo__b___esito_passegg63;veicolo__b___et__passegger64;veicolo__b___sesso_passegg65;veicolo__b___esito_passegg66;veicolo__b___et__passegger67;veicolo__b___sesso_passegg68;veicolo__b___altri_passegg69;veicolo__b___altri_passegg70;veicolo__b___altri_passegg71;veicolo__b___altri_passegg72;veicolo__c___et__conducente;veicolo__c___sesso_conducente;veicolo__c___esito_conducente;veicolo__c___patente_condu73;veicolo__c___anno_rilascio74;veicolo__c___passeggeri_an79;veicolo__c___et__passegger80;veicolo__c___sesso_passegg81;veicolo__c___esito_passegg82;veicolo__c___et__passegger83;veicolo__c___sesso_passegg84;veicolo__c___esito_passegg85;veicolo__c___et__passegger86;veicolo__c___sesso_passegg87;veicolo__c___esito_passegg88;veicolo__c___et__passegger89;veicolo__c___sesso_passegg90;veicolo__c___altri_passegg91;veicolo__c___altri_passegg92;veicolo__c___altri_passegg93;veicolo__c___altri_passegg94;pedone_morto_1__sesso;pedone_morto_1__et_;pedone_ferito_1__sesso;pedone_ferito_1__et_;pedone_morto_2__sesso;pedone_morto_2__et_;pedone_ferito_2__sesso;pedone_ferito_2__et_;pedone_morto_3__sesso;pedone_morto_3__et_;pedone_ferito_3__sesso;pedone_ferito_3__et_;pedone_morto_4__sesso;pedone_morto_4__et_;pedone_ferito_4__sesso;pedone_ferito_4__et_;altri_veicoli_coinvolti;morti_maschi_coinvolti_su_95;morti_femmine_coinvolti_su96;feriti_maschi_coinvolti_su97;feriti_femmine_coinvolti_s98;morti_entro_24_ore;morti_entro_30_giorni;feriti;descrizione_strada;Ora;chilometri;ettometrica;trimestre;Long;Lat
1892;102677;16;15;146;3;4;1;   ;12;3;1;7;1;4;1;2;1;16;  ;00;  ;00;  ;2014       ;2008       ;           ;65+  ;1;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale di Porta Vercellina, 1                             ;10;0;0;2;9,165216;45,4635808
1893;102678;16;15;146;3;4;1;   ;12;1;1;11;1;1;1;10;14;  ;  ;71;  ;74;  ;           ;           ;           ;65+  ;2;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Dora Baltea, 3                                       ;16;0;0;2;9,169618900000001;45,52666480000001
1894;102679;16;15;146;3;4;1;   ;12;3;1;3;1;4;1;2;16;01;  ;02;  ;02;  ;           ;2011       ;           ;18-29;1;2;9;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;65+  ;2;1;2;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Molino delle Armi incrocio via Vettabbia             ;19;0;0;2;9,1848589;45,4564881
1895;102680;16;15;146;3;4;1;   ;12;3;1;3;1;4;1;2;17;14;  ;01;  ;06;  ;2014       ;           ;           ;30-44;1;2;2;(2011,2016]; ;     ; ;2;55-64;4; ;     ; ; ;     ; ;0;0;0;0;10-14;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;3;piazza Perego Giovanni incrocio via Messina              ;23;0;0;2;9,1699916;45,4896667
1896;102681;16;15;146;4;4;1;   ;12;3;1;7;1;4;1;6;1;01;01;64;  ;61;  ;(2001,2006];2010       ;2009       ;65+  ;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;2;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;65+  ;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Novara, 385                                          ;19;0;0;2;9,0897604;45,4829124
1897;102682;16;15;146;4;4;1;   ;12;2;1;7;1;4;1;10;16;  ;  ;70;  ;70;  ;2007       ;           ;           ;45-54;1;2;3;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale S.Michele del Carso, 25                            ;19;0;0;2;9,1640676;45,4627709
1898;102683;16;15;146;5;4;1;   ;12;3;1;3;1;4;1;5;1;  ;  ;40;  ;52;  ;           ;           ;           ;55-64;1;1;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;30-44; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Melzo incrocio via Bixio Nino                        ;18;0;0;2;9,2101542;45,4723122
1899;102684;16;15;146;6;4;1;   ;12;2;1;7;1;4;1;4;1;01;  ;23;  ;20;  ;2007       ;2009       ;           ;30-44;1;2;4;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;2;2;(1976,1981]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Cima Camillo & Otto, palo luce 58                    ;23;0;0;2;9,2485298;45,4721235
1900;102685;16;15;146;1;4;1;   ;12;2;1;2;1;4;1;3;16;01;  ;04;  ;01;  ;2012       ;2009       ;           ;55-64;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;1;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Castelbarco Gian Carlo incrocio via Sarfatti Roberto ;9;0;0;2;9,186821499999999;45,4476768
1901;102686;16;15;146;1;4;1;   ;12;4;1;7;1;4;1;1;14;08;  ;20;  ;34;  ;           ;2016       ;           ;18-29;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Mecenate, 76                                         ;13;0;0;2;9,2476102;45,4526225
1902;102687;16;15;146;1;4;1;   ;12;1;1;7;1;4;1;10;15;  ;  ;71;  ;75;  ;2012       ;           ;           ;18-29;2;2;0;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Campania, palo luce 2                              ;17;0;0;2;9,2236526;45,4648453
1903;102688;16;15;146;2;4;1;   ;12;2;1;4;1;4;1;4;1;01;  ;00;  ;00;  ;(2001,2006];2011       ;           ;45-54;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Antonini Giacomo incrocio via Verro Bernardino       ;16;0;0;2;9,1939595;45,4372047
1904;102689;16;15;146;2;4;1;   ;12;2;1;3;1;4;1;3;16;16;  ;01;  ;17;  ;2016       ;2012       ;           ;45-54;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;corso di Porta Vittoria incrocio via Dandolo Enrico      ;18;0;0;2;9,2044388;45,4623642
1905;102690;16;15;146;2;4;1;   ;12;3;1;2;1;4;1;2;1;14;  ;06;  ;01;  ;2013       ;           ;           ;45-54;1;1;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Lombardi Riccardo incrocio piazza Pertini Sandro     ;20;0;0;2;9,1923914;45,4702846
1906;102691;16;15;146;3;4;1;   ;12;3;1;1;1;4;1;10;15;  ;  ;00;  ;00;  ;2007       ;           ;           ;30-44;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Carnia incrocio via Sangro                           ;17;0;0;2;9,2361807;45,4937979
1907;102692;16;15;146;3;4;1;   ;12;4;1;1;1;4;1;5;1;  ;  ;40;  ;55;  ;2015       ;           ;           ;45-54;2;1;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;18-29; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Cassala incrocio via Schievano Enrico              ;18;0;0;2;9,163274;45,4448601
1908;102693;16;15;146;3;4;1;   ;12;1;1;8;1;4;1;3;8;01;  ;22;  ;20;  ;2007       ;(2001,2006];           ;18-29;1;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016];2;30-44;4;2;30-44;4; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Curiel Eugenio in corrispondenza del palo reggifilo n;19;0;0;2;9,1735648;45,3949468
1909;102694;16;15;146;6;4;1;   ;12;4;1;4;1;4;1;2;1;01;  ;10;  ;01;  ;           ;2015       ;           ;18-29;2;2;2;(2011,2016];2;18-29;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;3;viale Tibaldi incrocio via Ascanio Sforza                ;3;0;0;3;9,176232299999999;45,4435662
1910;102695;16;15;146;6;4;1;   ;12;3;1;3;1;4;1;4;17;01;  ;03;  ;01;  ;2009       ;(2001,2006];           ;18-29;1;2;2;(2011,2016]; ;     ; ;2;30-44;3; ;     ; ; ;     ; ;0;0;0;0;30-44;2;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;viale Umbria incrocio via Perugino                       ;12;0;0;3;9,216942;45,45699
1911;102696;16;15;146;6;4;1;   ;12;4;1;4;1;4;1;2;1;16;  ;15;  ;01;  ;2011       ;2013       ;           ;45-54;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Lomellina incrocio viale Corsica                     ;12;0;0;3;9,230225299999999;45,4624001
1912;102697;16;15;146;6;4;1;   ;12;4;1;4;1;4;1;6;1;16;  ;60;  ;62;  ;(2001,2006];2013       ;           ;30-44;2;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Certosa incrocio piazzale Accursio Francesco       ;13;0;0;3;9,146876599999999;45,4920188
1913;102698;16;15;146;6;4;1;   ;12;3;1;7;1;4;1;8;17;  ;  ;61;  ;65;  ;2011       ;           ;           ;55-64;1;3;2;(2011,2016]; ;     ; ;2;45-54;4; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;1;0;1;via Croce Benedetto, palo luce 10                        ;14;0;0;3;9,1233319;45,4933634
1914;102699;16;15;146;6;4;1;   ;12;4;1;1;2;4;3;2;14;16;  ;04;  ;01;  ;           ;2011       ;           ;15-17;2;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;2;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Larga incrocio via Bergamini                         ;19;0;0;3;9,1939592;45,4620303
1915;102700;16;15;146;6;4;1;   ;12;4;1;7;2;4;3;6;1;01;  ;61;  ;61;  ;(2001,2006];2013       ;           ;30-44;1;2;4;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;corso Ventidue Marzo, 39                                 ;20;0;0;3;9,218146299999999;45,4623838
1916;102701;16;15;146;7;4;1;   ;12;3;1;4;3;4;1;6;1;01;  ;60;  ;62;  ;           ;           ;           ;45-54;1;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(2011,2016];2;30-44;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;corso San Gottardo incrocio piazza Ventiquattro Maggio   ;12;0;0;3;9,1801348;45,45203790000001
1917;102702;16;15;146;7;4;1;   ;12;1;1;8;1;4;1;3;14;01;  ;21;  ;21;  ;           ;2014       ;           ;45-54;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;1;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Piemonte, palo luce 159                           ;13;0;0;3;9,1550745;45,46659409999999
1918;102703;16;15;146;1;4;1;   ;12;2;1;1;1;4;1;2;3;16;  ;04;  ;01;  ;2013       ;2014       ;           ;45-54;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via S.Barnaba incrocio via Manara Luciano                ;15;0;0;3;9,2025629;45,46000859999999
1919;102704;16;15;146;1;4;1;   ;12;3;1;3;1;4;1;2;1;01;  ;04;  ;01;  ;2008       ;           ;           ;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;65+  ;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;viale Umbria incrocio via Simone D'Orsenigo              ;15;0;0;3;9,216236499999999;45,4547831
1920;102705;16;15;146;1;4;1;   ;12;2;1;4;1;4;1;1;1;05;  ;04;  ;01;  ;2015       ;2010       ;           ;18-29;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;4;(2011,2016]; ;     ; ;2;65+  ;4;2;65+  ;4;2;45-54;4;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;4;via Porpora Nicola incrocio via Teodosio                 ;16;0;0;3;9,2299357;45,48609210000001
1921;102706;16;15;146;1;4;1;   ;12;2;1;7;1;4;1;3;16;14;  ;20;  ;25;  ;2012       ;           ;           ;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;15-17;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Procaccini, 4                                        ;18;0;0;3;9,175445;45,484131
1922;102707;16;15;146;2;4;1;   ;12;3;1;4;1;4;1;3;16;01;  ;02;  ;01;  ;2007       ;2010       ;           ;30-44;1;2;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Abbazia incrocio via Arbe                            ;13;0;0;3;9,1990695;45,5001421
1923;102708;16;15;146;2;4;1;000;12;3;1;4;1;4;1;5;1;  ;  ;40;  ;44;  ;2015       ;           ;           ;45-54;2;1;2;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;65+  ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Bignami Emilio incrocio viale Sarca                  ;18;0;0;3;9,2143733;45,5257529
1924;102709;16;15;146;2;4;1;   ;12;2;1;7;1;4;1;2;16;01;  ;31;  ;35;  ;(2001,2006];           ;           ;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;2;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;corso San Gottardo, 5                                    ;19;0;0;3;9,1801892;45,4513078
1925;102710;16;15;146;3;4;1;   ;12;1;1;7;1;4;1;4;1;01;01;22;  ;20;  ;2010       ;(2001,2006];(2001,2006];45-54;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;2;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;1;0;0;0;0;0;0;1;via Marochetti Carlo, palo luce 12                       ;8;0;0;3;9,2265505;45,43892659999999
1926;102711;16;15;146;3;4;1;   ;12;2;1;4;1;4;1;2;15;04;  ;06;  ;01;  ;2009       ;           ;           ;30-44;1;2;0;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;5;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazzale Loreto incrocio viale Monza                     ;8;0;0;3;9,216944999999999;45,4867123
1927;102712;16;15;146;3;4;1;   ;12;4;1;4;1;4;1;2;15;01;  ;01;  ;15;  ;2015       ;2014       ;           ;55-64;1;2;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Misurata incrocio via Favretto Giacomo             ;12;0;0;3;9,150986699999999;45,4577686
1928;102713;16;15;146;3;4;1;   ;12;1;1;4;1;4;1;8;14;  ;  ;60;  ;60;  ;           ;           ;           ;30-44;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Crespi Gaetano incrocio via Pitteri Riccardo         ;21;0;0;3;9,2456174;45,4801998
1929;102751;16;15;146;2;4;1;   ;12;4;1;4;2;4;1;2;1;01;  ;01;  ;06;  ;           ;(2001,2006];           ;30-44;1;2;2;(2006,2011];2;30-44;3; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;3;viale Testi Fulvio incrocio via Pianell Salvatore        ;14;0;0;1;9,2018337;45,5083451
1930;102752;16;15;146;6;4;1;   ;12;4;1;7;1;4;1;5;11;  ;  ;41;  ;53;  ;2007       ;           ;           ;55-64;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;30-44; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Napoli, palo luce 55                              ;8;0;0;1;9,160438599999999;45,485816
